gene	pearson_correlation	pearson_pvalue	n_perturbed_cells	method
RPSA	0.311919	0.0	224	STATE_ST-HVG-Parse
XRCC3	0.089484	6.1399e-05	53	STATE_ST-HVG-Parse
GEMIN6	-0.031277	0.1620485336	84	STATE_ST-HVG-Parse
CEBPZ	0.176409	0.0	113	STATE_ST-HVG-Parse
GLE1	0.201794	0.0	57	STATE_ST-HVG-Parse
STX5	-0.011812	0.5975477099	51	STATE_ST-HVG-Parse
ZNRD1	0.191591	0.0	81	STATE_ST-HVG-Parse
TMED2	0.007486	0.7379347682	137	STATE_ST-HVG-Parse
KPNA6	0.069915	0.0017565889	78	STATE_ST-HVG-Parse
RPL36AL	-0.041903	0.0609818101	152	STATE_ST-HVG-Parse
WDR75	0.263485	0.0	158	STATE_ST-HVG-Parse
TAF2	0.11876	1e-07	144	STATE_ST-HVG-Parse
COPB1	0.199631	0.0	91	STATE_ST-HVG-Parse
KDM2A	0.021472	0.3371701539	117	STATE_ST-HVG-Parse
DENR	0.099076	9.0393e-06	251	STATE_ST-HVG-Parse
IFITM2	-0.062428	0.0052246908	150	STATE_ST-HVG-Parse
RPS3A	0.316118	0.0	160	STATE_ST-HVG-Parse
WDR5	0.142327	2e-10	78	STATE_ST-HVG-Parse
YEATS2	0.135861	1.1e-09	240	STATE_ST-HVG-Parse
ZNF718	0.067329	0.0025903003	330	STATE_ST-HVG-Parse
PSMA2	0.058336	0.009068734	64	STATE_ST-HVG-Parse
REV3L	0.038734	0.0833097324	101	STATE_ST-HVG-Parse
RAN	0.065254	0.003505493	193	STATE_ST-HVG-Parse
PNPT1	0.057269	0.0104175294	131	STATE_ST-HVG-Parse
TRNP1	-0.049191	0.0278194267	156	STATE_ST-HVG-Parse
RPS19BP1	0.259281	0.0	54	STATE_ST-HVG-Parse
EFTUD2	0.222948	0.0	127	STATE_ST-HVG-Parse
KIF18A	-0.056207	0.0119345989	47	STATE_ST-HVG-Parse
PPA1	0.04527	0.0429386199	143	STATE_ST-HVG-Parse
ATP6V1D	0.117934	1.228e-07	139	STATE_ST-HVG-Parse
GPR61	-0.020144	0.3679188192	112	STATE_ST-HVG-Parse
VPS41	0.017075	0.4453420043	332	STATE_ST-HVG-Parse
PSMD2	0.195456	0.0	63	STATE_ST-HVG-Parse
MRPL20	-0.029389	0.1889241189	120	STATE_ST-HVG-Parse
EEF1B2	0.077319	0.0005384769	32	STATE_ST-HVG-Parse
CYP2A13	0.034161	0.1267100275	140	STATE_ST-HVG-Parse
BRCA1	0.056156	0.0120125376	104	STATE_ST-HVG-Parse
RACGAP1	0.24331	0.0	175	STATE_ST-HVG-Parse
GRWD1	0.010195	0.6486369967	189	STATE_ST-HVG-Parse
ZC3H18	0.035814	0.1093391553	32	STATE_ST-HVG-Parse
KIF23	0.092435	3.47178e-05	87	STATE_ST-HVG-Parse
NELFB	0.176737	0.0	140	STATE_ST-HVG-Parse
HNRNPM	0.116437	1.773e-07	258	STATE_ST-HVG-Parse
TFB2M	0.014827	0.5075154305	162	STATE_ST-HVG-Parse
RPS16	0.296886	0.0	57	STATE_ST-HVG-Parse
FNTB	-0.067591	0.0024919016	102	STATE_ST-HVG-Parse
MCM5	0.032162	0.1504956633	90	STATE_ST-HVG-Parse
ABCB10	0.04279	0.0557070896	51	STATE_ST-HVG-Parse
RPL11	0.243194	0.0	387	STATE_ST-HVG-Parse
TRAPPC5	0.053434	0.0168542825	132	STATE_ST-HVG-Parse
PSMD3	0.118712	1.013e-07	64	STATE_ST-HVG-Parse
EIF3L	0.124072	2.6e-08	57	STATE_ST-HVG-Parse
MST1	0.065692	0.0032910781	134	STATE_ST-HVG-Parse
TAF1	0.131099	4e-09	97	STATE_ST-HVG-Parse
MED26	0.068502	0.0021752298	105	STATE_ST-HVG-Parse
ATP6V0B	0.120378	6.67e-08	147	STATE_ST-HVG-Parse
ZNF492	0.083882	0.0001729293	157	STATE_ST-HVG-Parse
ZNF830	0.074815	0.0008127187	15	STATE_ST-HVG-Parse
COPS5	-0.052318	0.0192893092	98	STATE_ST-HVG-Parse
KCNA10	-0.054889	0.0140872588	147	STATE_ST-HVG-Parse
FAM50A	0.22362	0.0	38	STATE_ST-HVG-Parse
METTL14	0.103437	3.563e-06	121	STATE_ST-HVG-Parse
ABCG1	0.036167	0.1058911532	144	STATE_ST-HVG-Parse
RRM1	0.212625	0.0	103	STATE_ST-HVG-Parse
SMC4	0.206834	0.0	340	STATE_ST-HVG-Parse
THOC7	0.169871	0.0	132	STATE_ST-HVG-Parse
PPIL4	0.135044	1.3e-09	74	STATE_ST-HVG-Parse
RGPD6	-0.02021	0.3663530052	202	STATE_ST-HVG-Parse
BAP1	-0.014476	0.5176166296	200	STATE_ST-HVG-Parse
TTF2	0.09836	1.04935e-05	68	STATE_ST-HVG-Parse
OR1D2	-0.009243	0.6795217991	125	STATE_ST-HVG-Parse
EIF3F	0.13071	4.4e-09	67	STATE_ST-HVG-Parse
MRPL49	0.159127	0.0	40	STATE_ST-HVG-Parse
EIF3J	0.079301	0.0003854749	82	STATE_ST-HVG-Parse
GEMIN5	0.05397	0.0157840103	133	STATE_ST-HVG-Parse
C1orf109	-0.034357	0.1245452985	240	STATE_ST-HVG-Parse
AIFM1	-0.067662	0.0024657801	50	STATE_ST-HVG-Parse
MIOS	-0.009141	0.6828820109	163	STATE_ST-HVG-Parse
PSMD4	0.085185	0.0001366558	352	STATE_ST-HVG-Parse
TINF2	0.062649	0.0050669648	76	STATE_ST-HVG-Parse
CD2BP2	0.018468	0.409096241	132	STATE_ST-HVG-Parse
ILF3	0.004175	0.8519794345	138	STATE_ST-HVG-Parse
ATP6V1C1	0.057165	0.0105577242	59	STATE_ST-HVG-Parse
SCAF1	0.164772	0.0	174	STATE_ST-HVG-Parse
PSMC1	0.243677	0.0	316	STATE_ST-HVG-Parse
DDX3X	0.121241	5.37e-08	29	STATE_ST-HVG-Parse
RNMT	0.107976	1.2987e-06	114	STATE_ST-HVG-Parse
LAMTOR2	0.15282	0.0	66	STATE_ST-HVG-Parse
TADA3	0.212347	0.0	150	STATE_ST-HVG-Parse
CEP68	-0.009194	0.681142509	68	STATE_ST-HVG-Parse
LCE1E	0.109971	8.225e-07	123	STATE_ST-HVG-Parse
ZNF658	-0.065267	0.0034990059	111	STATE_ST-HVG-Parse
COG4	-0.028258	0.2065222859	129	STATE_ST-HVG-Parse
FAF2	-0.090397	5.15578e-05	165	STATE_ST-HVG-Parse
ARL2	0.18909	0.0	74	STATE_ST-HVG-Parse
PPP4R2	0.119419	8.49e-08	187	STATE_ST-HVG-Parse
ARPC4	0.130551	4.6e-09	220	STATE_ST-HVG-Parse
CYS1	-0.021651	0.3331664503	170	STATE_ST-HVG-Parse
CXXC1	0.265746	0.0	122	STATE_ST-HVG-Parse
RPL35	0.233456	0.0	46	STATE_ST-HVG-Parse
AHCTF1	0.079687	0.0003609053	290	STATE_ST-HVG-Parse
HOXC10	-0.062452	0.0052071121	83	STATE_ST-HVG-Parse
CPSF1	0.07929	0.0003861888	50	STATE_ST-HVG-Parse
CLK2	-0.002735	0.9027277827	88	STATE_ST-HVG-Parse
FARS2	0.013058	0.5594699979	40	STATE_ST-HVG-Parse
UQCRH	-0.049202	0.0277834572	68	STATE_ST-HVG-Parse
DDOST	-0.02415	0.2803561389	86	STATE_ST-HVG-Parse
CCNH	0.237407	0.0	79	STATE_ST-HVG-Parse
WDR83OS	0.09996	7.5072e-06	83	STATE_ST-HVG-Parse
PSMG4	0.268135	0.0	62	STATE_ST-HVG-Parse
FOXD4	-0.004001	0.8580958247	94	STATE_ST-HVG-Parse
CBLL1	0.081791	0.0002505849	102	STATE_ST-HVG-Parse
MRGBP	-0.049105	0.0280933492	74	STATE_ST-HVG-Parse
PIGH	-0.062271	0.0053398255	85	STATE_ST-HVG-Parse
CCT2	0.170629	0.0	199	STATE_ST-HVG-Parse
TPT1	0.053649	0.0164185241	48	STATE_ST-HVG-Parse
DDX42	0.075502	0.0007267797	44	STATE_ST-HVG-Parse
MRPL32	-0.077515	0.0005211956	67	STATE_ST-HVG-Parse
PNO1	0.332187	0.0	134	STATE_ST-HVG-Parse
GON4L	-0.010023	0.6541841626	237	STATE_ST-HVG-Parse
MTBP	-0.013139	0.5570485592	191	STATE_ST-HVG-Parse
PNISR	0.00458	0.8377999067	196	STATE_ST-HVG-Parse
ALG11	-0.008303	0.7105765939	97	STATE_ST-HVG-Parse
COQ4	0.001173	0.9582018256	162	STATE_ST-HVG-Parse
MRPL19	-0.039271	0.0791189745	192	STATE_ST-HVG-Parse
TSSK3	0.003588	0.8725985289	212	STATE_ST-HVG-Parse
HAPLN2	-0.031823	0.1548451483	121	STATE_ST-HVG-Parse
WDR7	-0.009561	0.6691495776	103	STATE_ST-HVG-Parse
POU5F1B	0.026721	0.2322958708	81	STATE_ST-HVG-Parse
DHX9	0.045054	0.0439437479	92	STATE_ST-HVG-Parse
UBE2Z	0.030698	0.1699708402	64	STATE_ST-HVG-Parse
RNF40	0.174299	0.0	198	STATE_ST-HVG-Parse
RBMX	0.151689	0.0	147	STATE_ST-HVG-Parse
HCFC1	-0.031214	0.1629001498	55	STATE_ST-HVG-Parse
POLA2	0.105159	2.4409e-06	234	STATE_ST-HVG-Parse
NMT1	-0.095657	1.8269e-05	25	STATE_ST-HVG-Parse
EMC1	0.059966	0.0073074768	83	STATE_ST-HVG-Parse
MRPS16	-0.043037	0.0543089695	41	STATE_ST-HVG-Parse
RUVBL2	0.172286	0.0	14	STATE_ST-HVG-Parse
POLD1	0.077663	0.0005084356	212	STATE_ST-HVG-Parse
ZFC3H1	0.090374	5.17932e-05	117	STATE_ST-HVG-Parse
SSX4	-0.063303	0.0046247425	101	STATE_ST-HVG-Parse
PSMD13	0.094433	2.33712e-05	122	STATE_ST-HVG-Parse
ZNF236	0.297191	0.0	85	STATE_ST-HVG-Parse
ZW10	0.067574	0.00249803	200	STATE_ST-HVG-Parse
UXS1	0.143456	1e-10	124	STATE_ST-HVG-Parse
PPP1CB	-0.086105	0.0001155021	160	STATE_ST-HVG-Parse
GINS1	0.156072	0.0	186	STATE_ST-HVG-Parse
NDUFB6	-0.025832	0.2482114583	190	STATE_ST-HVG-Parse
RAE1	0.18802	0.0	59	STATE_ST-HVG-Parse
COG6	-0.052582	0.0186872147	183	STATE_ST-HVG-Parse
HSD17B12	0.075405	0.0007383656	142	STATE_ST-HVG-Parse
GTF3C2	0.046627	0.0370623507	114	STATE_ST-HVG-Parse
ROMO1	0.101041	5.9697e-06	87	STATE_ST-HVG-Parse
HSPA14	-0.070318	0.0016515516	120	STATE_ST-HVG-Parse
SP2	-0.026929	0.2286752164	118	STATE_ST-HVG-Parse
TAF1D	0.13044	4.8e-09	141	STATE_ST-HVG-Parse
CYCS	0.030221	0.1767063737	163	STATE_ST-HVG-Parse
HLA-C	0.158786	0.0	44	STATE_ST-HVG-Parse
ATP6V1F	-0.00588	0.7927216291	72	STATE_ST-HVG-Parse
NOC2L	0.161427	0.0	28	STATE_ST-HVG-Parse
FDXR	0.008658	0.6987860799	140	STATE_ST-HVG-Parse
PPIH	0.114868	2.592e-07	114	STATE_ST-HVG-Parse
VBP1	-0.014014	0.5310829878	116	STATE_ST-HVG-Parse
SNRPB	0.276073	0.0	269	STATE_ST-HVG-Parse
NDUFAF3	0.016821	0.452152431	81	STATE_ST-HVG-Parse
EIF3B	0.273483	0.0	34	STATE_ST-HVG-Parse
CCAR1	0.044982	0.0442816727	48	STATE_ST-HVG-Parse
BORA	0.187642	0.0	55	STATE_ST-HVG-Parse
HAUS8	0.073137	0.0010635853	122	STATE_ST-HVG-Parse
STRIP1	0.027029	0.2269609869	107	STATE_ST-HVG-Parse
UBE2I	0.102261	4.5967e-06	64	STATE_ST-HVG-Parse
CCT5	0.109657	8.843e-07	66	STATE_ST-HVG-Parse
GAPDH	0.106757	1.7097e-06	183	STATE_ST-HVG-Parse
MRPS18B	-0.062282	0.0053314697	59	STATE_ST-HVG-Parse
UTP18	0.232922	0.0	77	STATE_ST-HVG-Parse
EXOSC10	0.254872	0.0	92	STATE_ST-HVG-Parse
UPF2	-0.015335	0.493090719	154	STATE_ST-HVG-Parse
TOP2A	0.113969	3.216e-07	38	STATE_ST-HVG-Parse
MCRS1	-0.050856	0.0229423232	71	STATE_ST-HVG-Parse
SPC24	0.389046	0.0	98	STATE_ST-HVG-Parse
NOP10	0.198772	0.0	147	STATE_ST-HVG-Parse
CPSF4	0.14127	2e-10	59	STATE_ST-HVG-Parse
COX10	0.050776	0.0231583733	94	STATE_ST-HVG-Parse
PKM	0.070078	0.0017133899	149	STATE_ST-HVG-Parse
MCMBP	0.084805	0.0001464156	145	STATE_ST-HVG-Parse
RPL18A	0.209538	0.0	65	STATE_ST-HVG-Parse
OGFOD1	0.133355	2.1e-09	114	STATE_ST-HVG-Parse
RPL18	0.276392	0.0	308	STATE_ST-HVG-Parse
CENPH	0.017811	0.4259677231	63	STATE_ST-HVG-Parse
POLR2H	0.282765	0.0	102	STATE_ST-HVG-Parse
HMGCS1	0.089029	6.69305e-05	230	STATE_ST-HVG-Parse
SPCS3	-0.035412	0.1133774444	167	STATE_ST-HVG-Parse
CTCF	0.055224	0.0135099431	68	STATE_ST-HVG-Parse
CFDP1	-0.145865	1e-10	157	STATE_ST-HVG-Parse
MED8	0.224709	0.0	112	STATE_ST-HVG-Parse
COQ2	-0.006771	0.7621948719	67	STATE_ST-HVG-Parse
PRKRIP1	-0.057792	0.0097359596	182	STATE_ST-HVG-Parse
SKP2	0.066698	0.0028423485	202	STATE_ST-HVG-Parse
RPL27	0.254651	0.0	38	STATE_ST-HVG-Parse
HIST2H2BE	-0.015702	0.4827884436	31	STATE_ST-HVG-Parse
SRSF7	0.060523	0.006780304	118	STATE_ST-HVG-Parse
WDR70	0.13188	3.2e-09	30	STATE_ST-HVG-Parse
NDUFA4	0.00543	0.8082361221	86	STATE_ST-HVG-Parse
ATP2A2	0.012809	0.5669957399	158	STATE_ST-HVG-Parse
TVP23C	-0.03646	0.1030877158	113	STATE_ST-HVG-Parse
BARD1	0.029881	0.181613639	140	STATE_ST-HVG-Parse
TXNL4A	0.013496	0.5463750958	85	STATE_ST-HVG-Parse
PPP1R10	0.149368	0.0	7	STATE_ST-HVG-Parse
HIST2H2AC	-0.064854	0.0037123468	73	STATE_ST-HVG-Parse
POLE2	-0.039828	0.0749519765	56	STATE_ST-HVG-Parse
LONP1	-0.000652	0.9767416716	128	STATE_ST-HVG-Parse
GOSR2	0.075439	0.0007342562	84	STATE_ST-HVG-Parse
PALB2	0.051917	0.0202371404	97	STATE_ST-HVG-Parse
CDC37	0.02971	0.1841347665	174	STATE_ST-HVG-Parse
CDC5L	0.236733	0.0	99	STATE_ST-HVG-Parse
PFDN6	0.046744	0.0365926772	115	STATE_ST-HVG-Parse
TMEM258	0.0856	0.0001267024	193	STATE_ST-HVG-Parse
PARS2	0.090852	4.72307e-05	66	STATE_ST-HVG-Parse
ADRM1	0.031423	0.1600998789	105	STATE_ST-HVG-Parse
DNAJC11	0.089429	6.20444e-05	46	STATE_ST-HVG-Parse
RPUSD3	-0.074118	0.0009094269	164	STATE_ST-HVG-Parse
PCBP1	0.062424	0.0052275397	108	STATE_ST-HVG-Parse
NRBP1	0.197613	0.0	63	STATE_ST-HVG-Parse
PRELID1	0.051673	0.0208340827	152	STATE_ST-HVG-Parse
NOC4L	0.241076	0.0	34	STATE_ST-HVG-Parse
MRTO4	-0.028622	0.2007212639	83	STATE_ST-HVG-Parse
FARSB	0.140707	3e-10	97	STATE_ST-HVG-Parse
NSMCE1	0.044327	0.0474663079	61	STATE_ST-HVG-Parse
GTF2F2	0.14316	1e-10	59	STATE_ST-HVG-Parse
DOHH	0.10598	2.0344e-06	155	STATE_ST-HVG-Parse
CEP152	0.136058	1e-09	153	STATE_ST-HVG-Parse
SNRNP48	0.246255	0.0	191	STATE_ST-HVG-Parse
PABPN1	0.203572	0.0	148	STATE_ST-HVG-Parse
TULP1	-0.095585	1.85371e-05	123	STATE_ST-HVG-Parse
CCDC137	0.044908	0.0446308516	198	STATE_ST-HVG-Parse
PRPF18	0.226212	0.0	268	STATE_ST-HVG-Parse
ELL	0.029034	0.1943262964	83	STATE_ST-HVG-Parse
TAF6	0.110447	7.368e-07	113	STATE_ST-HVG-Parse
BRF2	-0.004761	0.8314858675	174	STATE_ST-HVG-Parse
GTF3C3	0.115803	2.068e-07	132	STATE_ST-HVG-Parse
TAF1B	0.10339	3.5995e-06	94	STATE_ST-HVG-Parse
RRP12	0.31645	0.0	204	STATE_ST-HVG-Parse
IK	0.215308	0.0	289	STATE_ST-HVG-Parse
TCP1	0.156358	0.0	67	STATE_ST-HVG-Parse
NOP56	0.020762	0.3533984423	99	STATE_ST-HVG-Parse
ISG20L2	0.154443	0.0	73	STATE_ST-HVG-Parse
TSPYL5	0.112955	4.094e-07	93	STATE_ST-HVG-Parse
TTI2	0.05154	0.0211645588	43	STATE_ST-HVG-Parse
INCENP	0.137404	7e-10	59	STATE_ST-HVG-Parse
REXO2	0.039474	0.0775815323	79	STATE_ST-HVG-Parse
POP1	0.268696	0.0	84	STATE_ST-HVG-Parse
BET1	0.163272	0.0	131	STATE_ST-HVG-Parse
ATF4	0.009056	0.6856608987	72	STATE_ST-HVG-Parse
SNRNP70	0.271284	0.0	129	STATE_ST-HVG-Parse
NVL	0.107942	1.3088e-06	110	STATE_ST-HVG-Parse
HDAC7	0.096453	1.5541e-05	171	STATE_ST-HVG-Parse
NCAPH2	-0.08876	7.04283e-05	143	STATE_ST-HVG-Parse
NELFE	0.118737	1.006e-07	74	STATE_ST-HVG-Parse
ATP6AP1	0.154443	0.0	119	STATE_ST-HVG-Parse
RPL14	0.27051	0.0	220	STATE_ST-HVG-Parse
ISCU	0.149383	0.0	58	STATE_ST-HVG-Parse
MRPL17	-0.068817	0.0020747539	99	STATE_ST-HVG-Parse
HIST1H2BC	0.016256	0.4674717784	64	STATE_ST-HVG-Parse
TPR	0.183871	0.0	77	STATE_ST-HVG-Parse
MRPS25	0.027406	0.220534876	99	STATE_ST-HVG-Parse
MRPL41	-0.044338	0.0474143885	69	STATE_ST-HVG-Parse
LTBP3	-0.023119	0.3014125526	157	STATE_ST-HVG-Parse
ARMC6	0.050543	0.023796618	86	STATE_ST-HVG-Parse
DCTN5	0.165617	0.0	141	STATE_ST-HVG-Parse
RAD51C	0.007347	0.7426307201	65	STATE_ST-HVG-Parse
TIPIN	-0.037001	0.0980753228	109	STATE_ST-HVG-Parse
SRP14	-0.016861	0.4510858655	132	STATE_ST-HVG-Parse
LAS1L	0.067365	0.0025764639	83	STATE_ST-HVG-Parse
COASY	-0.082276	0.0002301124	247	STATE_ST-HVG-Parse
PAM16	0.1601	0.0	56	STATE_ST-HVG-Parse
TIGD1	-0.014099	0.5285735726	59	STATE_ST-HVG-Parse
DDX52	0.274323	0.0	117	STATE_ST-HVG-Parse
NFYC	0.09049	5.06469e-05	23	STATE_ST-HVG-Parse
HSPD1	0.145228	1e-10	145	STATE_ST-HVG-Parse
TRIAP1	0.065597	0.0033366003	66	STATE_ST-HVG-Parse
EMC7	-0.015521	0.4878413379	193	STATE_ST-HVG-Parse
POLR3K	0.112182	4.913e-07	108	STATE_ST-HVG-Parse
EP400	0.141921	2e-10	82	STATE_ST-HVG-Parse
GLRX5	0.006316	0.7777176499	99	STATE_ST-HVG-Parse
MRPS12	0.013067	0.5591939092	55	STATE_ST-HVG-Parse
RBM10	-0.065517	0.0033750788	130	STATE_ST-HVG-Parse
SIN3A	0.136221	1e-09	307	STATE_ST-HVG-Parse
SMC6	0.069013	0.0020144619	125	STATE_ST-HVG-Parse
SCNM1	-0.008206	0.7137816548	101	STATE_ST-HVG-Parse
SEC61A1	0.161033	0.0	180	STATE_ST-HVG-Parse
SCD	0.01445	0.5183790922	24	STATE_ST-HVG-Parse
MIS18BP1	0.060076	0.00720069	107	STATE_ST-HVG-Parse
VPS37C	-0.041782	0.0617324673	177	STATE_ST-HVG-Parse
DHPS	0.046622	0.0370856039	66	STATE_ST-HVG-Parse
TTK	0.396133	0.0	199	STATE_ST-HVG-Parse
NCAPH	0.174228	0.0	68	STATE_ST-HVG-Parse
USP10	-0.000574	0.9795335531	92	STATE_ST-HVG-Parse
GTPBP4	0.131878	3.2e-09	71	STATE_ST-HVG-Parse
DTYMK	0.05553	0.0130014997	121	STATE_ST-HVG-Parse
UBA2	0.037718	0.0917297602	172	STATE_ST-HVG-Parse
FAM229A	0.07736	0.0005348594	137	STATE_ST-HVG-Parse
XPO5	0.010542	0.6375327706	221	STATE_ST-HVG-Parse
KATNB1	0.120786	6.02e-08	178	STATE_ST-HVG-Parse
DPH6	-0.037556	0.0931356698	101	STATE_ST-HVG-Parse
CAPZB	0.086996	9.79832e-05	83	STATE_ST-HVG-Parse
TRIM49C	-0.063408	0.004557251	85	STATE_ST-HVG-Parse
ADAT2	-0.01877	0.4014842212	85	STATE_ST-HVG-Parse
PDCD2	0.160458	0.0	74	STATE_ST-HVG-Parse
BNIP1	0.106998	1.6198e-06	111	STATE_ST-HVG-Parse
YARS2	-0.032913	0.1411868036	190	STATE_ST-HVG-Parse
GUK1	0.009706	0.6644337177	118	STATE_ST-HVG-Parse
BRD8	-0.091237	4.38439e-05	77	STATE_ST-HVG-Parse
NPM3	0.043382	0.0524021573	62	STATE_ST-HVG-Parse
ATP6AP2	0.096993	1.39156e-05	175	STATE_ST-HVG-Parse
NDUFB7	-0.017398	0.4367970228	74	STATE_ST-HVG-Parse
POLG2	0.063454	0.004528048	156	STATE_ST-HVG-Parse
SUPT4H1	0.188777	0.0	74	STATE_ST-HVG-Parse
SPC25	0.419659	0.0	199	STATE_ST-HVG-Parse
MBTPS2	0.061669	0.0058007101	214	STATE_ST-HVG-Parse
UBA52	0.13183	3.3e-09	58	STATE_ST-HVG-Parse
ELAC2	-0.045731	0.0408622101	85	STATE_ST-HVG-Parse
HAMP	0.023472	0.2940852344	33	STATE_ST-HVG-Parse
NAA25	0.171493	0.0	176	STATE_ST-HVG-Parse
SBDS	0.052847	0.0181000493	95	STATE_ST-HVG-Parse
RTF1	0.121572	4.93e-08	62	STATE_ST-HVG-Parse
PCNA	0.172751	0.0	132	STATE_ST-HVG-Parse
WDR1	-0.051831	0.0204459466	102	STATE_ST-HVG-Parse
PFDN2	0.19489	0.0	86	STATE_ST-HVG-Parse
RAC1	-0.011759	0.5991723537	194	STATE_ST-HVG-Parse
NAE1	-0.061475	0.0059568747	88	STATE_ST-HVG-Parse
XRCC6	0.123952	2.68e-08	28	STATE_ST-HVG-Parse
TREML2	0.03398	0.1287360787	58	STATE_ST-HVG-Parse
PSMA7	0.116262	1.85e-07	41	STATE_ST-HVG-Parse
ECT2	0.107492	1.449e-06	55	STATE_ST-HVG-Parse
ARF4	-0.016212	0.4686743021	89	STATE_ST-HVG-Parse
NUDCD3	-0.02496	0.2645384669	112	STATE_ST-HVG-Parse
RPL41	-0.011783	0.5984393358	47	STATE_ST-HVG-Parse
WDTC1	0.096517	1.53375e-05	112	STATE_ST-HVG-Parse
HIST2H3D	-0.060276	0.0070091612	185	STATE_ST-HVG-Parse
