gene	pearson_correlation	pearson_pvalue	n_perturbed_cells	method
ANAPC1	0.061039	0.0063221944	124	STATE_ST-HVG-Parse
ELOVL1	0.036216	0.1054176614	176	STATE_ST-HVG-Parse
HINFP	0.111803	5.371e-07	160	STATE_ST-HVG-Parse
ARFRP1	-0.027989	0.2108802348	138	STATE_ST-HVG-Parse
ZC3H8	0.052151	0.0196806844	21	STATE_ST-HVG-Parse
GAK	-0.040408	0.0708042607	167	STATE_ST-HVG-Parse
CHTOP	-0.076019	0.000667748	149	STATE_ST-HVG-Parse
MRPL44	0.015566	0.4865988195	73	STATE_ST-HVG-Parse
MASTL	0.171034	0.0	112	STATE_ST-HVG-Parse
EIF1	0.033677	0.1321813911	95	STATE_ST-HVG-Parse
RANBP2	-0.019147	0.3920947313	85	STATE_ST-HVG-Parse
HUWE1	0.041358	0.0644259676	94	STATE_ST-HVG-Parse
SEM1	0.14422	1e-10	88	STATE_ST-HVG-Parse
PAK1IP1	0.074704	0.0008274502	21	STATE_ST-HVG-Parse
RAD51D	0.03743	0.094234176	142	STATE_ST-HVG-Parse
CA5A	-0.00499	0.8235318661	190	STATE_ST-HVG-Parse
CUL3	-0.039848	0.0748038962	120	STATE_ST-HVG-Parse
CHCHD4	0.017653	0.4300861657	140	STATE_ST-HVG-Parse
SASS6	0.104863	2.6059e-06	68	STATE_ST-HVG-Parse
SDHA	0.027533	0.2184094638	62	STATE_ST-HVG-Parse
SNAPC2	0.044187	0.0481758378	72	STATE_ST-HVG-Parse
TOMM40	0.109188	9.85e-07	117	STATE_ST-HVG-Parse
THOC5	0.197377	0.0	32	STATE_ST-HVG-Parse
LIN52	0.05874	0.008600099	13	STATE_ST-HVG-Parse
GRSF1	0.000619	0.9779314995	172	STATE_ST-HVG-Parse
TELO2	0.195811	0.0	74	STATE_ST-HVG-Parse
RFC4	0.045418	0.042263858	72	STATE_ST-HVG-Parse
ARL4D	0.014668	0.5120728016	120	STATE_ST-HVG-Parse
RAD21	0.179852	0.0	117	STATE_ST-HVG-Parse
SEPSECS	0.028197	0.2075008303	82	STATE_ST-HVG-Parse
RPTOR	0.08504	0.0001403112	82	STATE_ST-HVG-Parse
NSMCE2	0.04896	0.0285608582	118	STATE_ST-HVG-Parse
DCAF6	0.035819	0.1092931107	137	STATE_ST-HVG-Parse
PRRC2A	-0.055777	0.0126032429	89	STATE_ST-HVG-Parse
CHMP1A	0.026777	0.2313198894	78	STATE_ST-HVG-Parse
C7orf50	-0.044567	0.0462777503	93	STATE_ST-HVG-Parse
CNIH4	0.062597	0.005103685	67	STATE_ST-HVG-Parse
GJA3	0.060941	0.0064065247	73	STATE_ST-HVG-Parse
CCT8	0.132151	3e-09	111	STATE_ST-HVG-Parse
RABGGTA	0.162161	0.0	116	STATE_ST-HVG-Parse
TUBA3D	-0.109583	8.996e-07	69	STATE_ST-HVG-Parse
CPSF6	0.186582	0.0	50	STATE_ST-HVG-Parse
HAUS5	0.219883	0.0	160	STATE_ST-HVG-Parse
FEN1	-0.035461	0.1128849462	141	STATE_ST-HVG-Parse
NOLC1	0.112842	4.205e-07	119	STATE_ST-HVG-Parse
KRT17	-0.034242	0.1258098036	85	STATE_ST-HVG-Parse
EIF4A1	0.092099	3.70777e-05	46	STATE_ST-HVG-Parse
WDR24	0.12311	3.33e-08	82	STATE_ST-HVG-Parse
ANKS6	0.077574	0.0005160377	95	STATE_ST-HVG-Parse
NOP58	0.273305	0.0	55	STATE_ST-HVG-Parse
INTS4	0.183491	0.0	48	STATE_ST-HVG-Parse
DIMT1	0.30641	0.0	94	STATE_ST-HVG-Parse
RPP30	0.300877	0.0	101	STATE_ST-HVG-Parse
YY1	0.061017	0.0063412813	82	STATE_ST-HVG-Parse
SUMO2	-0.007533	0.7363675833	63	STATE_ST-HVG-Parse
PRPF19	0.195981	0.0	112	STATE_ST-HVG-Parse
ATP6V1G1	-0.015151	0.4982822537	67	STATE_ST-HVG-Parse
HIST1H2BB	0.028819	0.1976448745	135	STATE_ST-HVG-Parse
ORC6	0.116722	1.653e-07	81	STATE_ST-HVG-Parse
TIMM8A	-0.016685	0.4558178186	162	STATE_ST-HVG-Parse
SYMPK	0.14726	0.0	89	STATE_ST-HVG-Parse
SMC5	0.02503	0.2632101774	121	STATE_ST-HVG-Parse
PPP1R7	-0.032106	0.1512006223	63	STATE_ST-HVG-Parse
PRPF3	0.268684	0.0	143	STATE_ST-HVG-Parse
TSEN54	0.045966	0.0398341492	52	STATE_ST-HVG-Parse
GTF2A2	0.27146	0.0	173	STATE_ST-HVG-Parse
PRPF38B	0.095904	1.73757e-05	29	STATE_ST-HVG-Parse
MED27	0.22045	0.0	19	STATE_ST-HVG-Parse
SKA3	-0.072017	0.001269188	116	STATE_ST-HVG-Parse
DDX21	0.24143	0.0	90	STATE_ST-HVG-Parse
ATP1A1	0.065203	0.0035314898	84	STATE_ST-HVG-Parse
IFITM3	-0.029443	0.188114211	20	STATE_ST-HVG-Parse
SRP68	0.152572	0.0	171	STATE_ST-HVG-Parse
CLNS1A	0.117717	1.295e-07	53	STATE_ST-HVG-Parse
HSP90B1	0.013638	0.542154789	114	STATE_ST-HVG-Parse
CMPK1	0.061403	0.0060159029	173	STATE_ST-HVG-Parse
CCNL1	-0.010393	0.6422770619	177	STATE_ST-HVG-Parse
GSPT1	0.190949	0.0	108	STATE_ST-HVG-Parse
SSBP3	0.068201	0.0022755205	107	STATE_ST-HVG-Parse
KIF18B	0.092817	3.22042e-05	122	STATE_ST-HVG-Parse
PRDM10	0.045614	0.0413800851	14	STATE_ST-HVG-Parse
NOL9	0.026993	0.2275724411	33	STATE_ST-HVG-Parse
NDUFA8	0.013687	0.5406939983	109	STATE_ST-HVG-Parse
KLF7	-0.049784	0.0259881355	173	STATE_ST-HVG-Parse
PET117	0.094235	2.43151e-05	83	STATE_ST-HVG-Parse
VPS72	-0.190161	0.0	98	STATE_ST-HVG-Parse
OSBP	-0.034017	0.1283112019	65	STATE_ST-HVG-Parse
LSM11	0.026643	0.2336700559	130	STATE_ST-HVG-Parse
NUFIP1	0.151898	0.0	63	STATE_ST-HVG-Parse
UQCRB	0.047208	0.0347657017	96	STATE_ST-HVG-Parse
DNAJC17	0.177439	0.0	31	STATE_ST-HVG-Parse
ZWINT	0.164354	0.0	33	STATE_ST-HVG-Parse
RBM19	0.180259	0.0	43	STATE_ST-HVG-Parse
MRPL37	-0.060511	0.0067913341	116	STATE_ST-HVG-Parse
TRAPPC1	-0.034386	0.1242225692	106	STATE_ST-HVG-Parse
RPS5	0.334887	0.0	144	STATE_ST-HVG-Parse
NOB1	0.172962	0.0	53	STATE_ST-HVG-Parse
RBBP5	0.288596	0.0	23	STATE_ST-HVG-Parse
F8A1	0.108227	1.2266e-06	28	STATE_ST-HVG-Parse
COPE	-0.042424	0.0578356981	143	STATE_ST-HVG-Parse
SDC1	0.079962	0.0003442429	170	STATE_ST-HVG-Parse
MTPAP	0.178331	0.0	90	STATE_ST-HVG-Parse
HBS1L	0.205614	0.0	143	STATE_ST-HVG-Parse
EXOSC1	0.083564	0.0001830585	77	STATE_ST-HVG-Parse
PPA2	-0.038021	0.0891515538	64	STATE_ST-HVG-Parse
NBEAL1	-0.039348	0.0785276666	99	STATE_ST-HVG-Parse
HIST1H2BE	-0.076352	0.0006321399	55	STATE_ST-HVG-Parse
CUL7	0.180238	0.0	33	STATE_ST-HVG-Parse
SCAP	0.008283	0.7112354636	140	STATE_ST-HVG-Parse
MRPL13	-0.025703	0.2505754232	87	STATE_ST-HVG-Parse
SLC7A6OS	0.140172	3e-10	38	STATE_ST-HVG-Parse
MRPL21	-0.037297	0.0954129621	14	STATE_ST-HVG-Parse
ARIH1	0.156343	0.0	59	STATE_ST-HVG-Parse
SHQ1	0.066544	0.0029074315	94	STATE_ST-HVG-Parse
PELP1	0.153296	0.0	69	STATE_ST-HVG-Parse
ZRSR2	0.106437	1.837e-06	113	STATE_ST-HVG-Parse
EWSR1	-0.018865	0.3991138637	48	STATE_ST-HVG-Parse
NOL7	0.155903	0.0	73	STATE_ST-HVG-Parse
DDX41	0.161719	0.0	292	STATE_ST-HVG-Parse
BIRC5	0.096041	1.69008e-05	46	STATE_ST-HVG-Parse
OSGEP	-0.051314	0.0217386503	70	STATE_ST-HVG-Parse
RPL12	0.274476	0.0	255	STATE_ST-HVG-Parse
SKP1	0.09966	7.9961e-06	66	STATE_ST-HVG-Parse
NUP133	0.065702	0.0032862567	79	STATE_ST-HVG-Parse
ZRANB2	-0.001657	0.9409646988	40	STATE_ST-HVG-Parse
TWISTNB	0.265678	0.0	169	STATE_ST-HVG-Parse
EPRS	0.150142	0.0	79	STATE_ST-HVG-Parse
KARS	0.144724	1e-10	59	STATE_ST-HVG-Parse
HSCB	0.061573	0.0058778934	86	STATE_ST-HVG-Parse
PES1	0.170831	0.0	65	STATE_ST-HVG-Parse
HNRNPU	0.083344	0.0001903959	93	STATE_ST-HVG-Parse
RNF168	-0.073421	0.0010167192	61	STATE_ST-HVG-Parse
SAP130	0.136642	8e-10	113	STATE_ST-HVG-Parse
TAF5	0.188048	0.0	35	STATE_ST-HVG-Parse
NUP88	0.182662	0.0	36	STATE_ST-HVG-Parse
COX6C	-0.046418	0.0379216783	117	STATE_ST-HVG-Parse
SAP30BP	0.1293	6.5e-09	40	STATE_ST-HVG-Parse
PSMA1	0.170124	0.0	170	STATE_ST-HVG-Parse
DAD1	-0.000506	0.9819431901	80	STATE_ST-HVG-Parse
MRPL28	-0.01007	0.6526620388	52	STATE_ST-HVG-Parse
ARID3A	0.037315	0.0952541232	31	STATE_ST-HVG-Parse
SNAPC1	0.066109	0.0030977866	96	STATE_ST-HVG-Parse
RPL29	0.101123	5.8665e-06	88	STATE_ST-HVG-Parse
NEMF	0.02281	0.3079237342	63	STATE_ST-HVG-Parse
MRPS18A	-0.021595	0.3344032764	121	STATE_ST-HVG-Parse
POLD2	0.074416	0.0008667587	78	STATE_ST-HVG-Parse
OR2T29	0.035228	0.1152633876	103	STATE_ST-HVG-Parse
TIMM44	0.170292	0.0	45	STATE_ST-HVG-Parse
CRKL	-0.015091	0.4999977648	120	STATE_ST-HVG-Parse
DDX59	0.065201	0.0035324583	154	STATE_ST-HVG-Parse
CLSPN	0.176405	0.0	134	STATE_ST-HVG-Parse
MED4	0.277392	0.0	66	STATE_ST-HVG-Parse
CFL1	-0.067272	0.0026124236	23	STATE_ST-HVG-Parse
CEP97	-0.028345	0.2051274478	135	STATE_ST-HVG-Parse
GNB1L	-0.003753	0.8667852879	76	STATE_ST-HVG-Parse
INO80	0.104901	2.5843e-06	151	STATE_ST-HVG-Parse
SDHD	0.043912	0.0495850742	45	STATE_ST-HVG-Parse
HGS	0.1457	1e-10	99	STATE_ST-HVG-Parse
NDUFA11	-0.030499	0.1727534235	80	STATE_ST-HVG-Parse
UQCRFS1	0.055303	0.0133764148	119	STATE_ST-HVG-Parse
PDCD7	0.122848	3.56e-08	99	STATE_ST-HVG-Parse
EEF1A1	0.104499	2.8238e-06	37	STATE_ST-HVG-Parse
EXOC5	0.038657	0.0839204937	110	STATE_ST-HVG-Parse
MRPL9	-0.057618	0.0099574747	121	STATE_ST-HVG-Parse
KTI12	0.022802	0.3080906868	52	STATE_ST-HVG-Parse
WBP1	-0.019385	0.3862251043	99	STATE_ST-HVG-Parse
COX17	0.063664	0.0043962807	143	STATE_ST-HVG-Parse
UTP3	0.273102	0.0	27	STATE_ST-HVG-Parse
NOP14	0.245191	0.0	47	STATE_ST-HVG-Parse
NPAT	0.037353	0.0949149206	21	STATE_ST-HVG-Parse
NFS1	0.125286	1.89e-08	82	STATE_ST-HVG-Parse
SLC25A26	0.004845	0.8285571337	36	STATE_ST-HVG-Parse
RBMXL1	-0.028212	0.2072510719	60	STATE_ST-HVG-Parse
NCKAP1	0.164925	0.0	70	STATE_ST-HVG-Parse
C12orf45	0.247026	0.0	100	STATE_ST-HVG-Parse
COA5	-0.047539	0.03351181	175	STATE_ST-HVG-Parse
INTS7	0.11941	8.51e-08	79	STATE_ST-HVG-Parse
EIF4B	0.042042	0.0601324551	41	STATE_ST-HVG-Parse
CTPS1	0.118132	1.169e-07	14	STATE_ST-HVG-Parse
PI4KA	-0.070913	0.0015069491	109	STATE_ST-HVG-Parse
DNM2	0.107572	1.423e-06	12	STATE_ST-HVG-Parse
ILF2	0.037291	0.0954659507	56	STATE_ST-HVG-Parse
DPH3	-0.079488	0.0003733586	60	STATE_ST-HVG-Parse
ZNF253	-0.036651	0.1012924835	118	STATE_ST-HVG-Parse
XRCC5	0.190203	0.0	88	STATE_ST-HVG-Parse
DHX33	0.254498	0.0	140	STATE_ST-HVG-Parse
DMAP1	0.051581	0.0210622307	78	STATE_ST-HVG-Parse
UPF1	-0.016187	0.4693776369	131	STATE_ST-HVG-Parse
MRPS6	-0.031713	0.1562775522	152	STATE_ST-HVG-Parse
RPS8	0.300551	0.0	22	STATE_ST-HVG-Parse
EXOSC5	0.226437	0.0	41	STATE_ST-HVG-Parse
PRPF38A	0.030813	0.1683721691	19	STATE_ST-HVG-Parse
RPS15	0.233722	0.0	26	STATE_ST-HVG-Parse
ANAPC11	-0.032755	0.1431078017	77	STATE_ST-HVG-Parse
PFDN4	0.08566	0.0001253157	34	STATE_ST-HVG-Parse
UBR4	0.039818	0.0750243664	26	STATE_ST-HVG-Parse
RSRC2	0.023657	0.2903098464	98	STATE_ST-HVG-Parse
GMPS	0.040753	0.0684293807	123	STATE_ST-HVG-Parse
NUP35	0.013099	0.5582514405	64	STATE_ST-HVG-Parse
MRPS5	-0.001283	0.9542924762	73	STATE_ST-HVG-Parse
CENPC	0.342685	0.0	124	STATE_ST-HVG-Parse
RBBP6	0.153552	0.0	86	STATE_ST-HVG-Parse
TOMM20	0.084049	0.0001678307	111	STATE_ST-HVG-Parse
WEE1	0.165792	0.0	41	STATE_ST-HVG-Parse
POLR2K	0.246447	0.0	22	STATE_ST-HVG-Parse
NOM1	0.18466	0.0	80	STATE_ST-HVG-Parse
RFC5	0.057204	0.0105054807	111	STATE_ST-HVG-Parse
RRP7A	0.312687	0.0	46	STATE_ST-HVG-Parse
MTRNR2L1	0.05693	0.010882224	43	STATE_ST-HVG-Parse
POGZ	0.014495	0.5170753598	38	STATE_ST-HVG-Parse
TRPM7	0.180502	0.0	128	STATE_ST-HVG-Parse
NELFA	0.146562	0.0	89	STATE_ST-HVG-Parse
LCN10	-0.017198	0.4420822263	81	STATE_ST-HVG-Parse
RRN3	0.246203	0.0	39	STATE_ST-HVG-Parse
DARS	0.139622	4e-10	70	STATE_ST-HVG-Parse
METTL16	0.001001	0.9642990828	42	STATE_ST-HVG-Parse
UTP6	0.267231	0.0	69	STATE_ST-HVG-Parse
MED29	0.220121	0.0	93	STATE_ST-HVG-Parse
FARSA	0.15182	0.0	138	STATE_ST-HVG-Parse
GPN1	0.23344	0.0	86	STATE_ST-HVG-Parse
NOL12	0.139763	3e-10	93	STATE_ST-HVG-Parse
NAA50	0.054194	0.0153548475	108	STATE_ST-HVG-Parse
RBM48	0.186649	0.0	55	STATE_ST-HVG-Parse
PSMA6	0.127888	9.5e-09	40	STATE_ST-HVG-Parse
ANLN	-0.077328	0.0005377174	96	STATE_ST-HVG-Parse
TOPBP1	0.065944	0.0031727834	52	STATE_ST-HVG-Parse
UBC	0.021731	0.3313724399	107	STATE_ST-HVG-Parse
TONSL	0.148241	0.0	28	STATE_ST-HVG-Parse
GLRX3	-0.029095	0.1933807135	136	STATE_ST-HVG-Parse
SRSF3	0.214251	0.0	29	STATE_ST-HVG-Parse
SMNDC1	0.042315	0.058485169	15	STATE_ST-HVG-Parse
OGT	-0.01012	0.6510569453	31	STATE_ST-HVG-Parse
GTF2H3	0.116311	1.828e-07	76	STATE_ST-HVG-Parse
UNC50	0.032754	0.143113628	83	STATE_ST-HVG-Parse
AASDHPPT	-0.089572	6.03778e-05	49	STATE_ST-HVG-Parse
HNRNPL	0.049791	0.0259659961	80	STATE_ST-HVG-Parse
RNPC3	0.191783	0.0	74	STATE_ST-HVG-Parse
ANAPC10	0.058526	0.0088448552	29	STATE_ST-HVG-Parse
NUP43	-0.008545	0.7025410533	29	STATE_ST-HVG-Parse
RPP21	0.06537	0.0034473243	60	STATE_ST-HVG-Parse
SEC62	0.030112	0.1782674193	5	STATE_ST-HVG-Parse
DUT	0.083279	0.0001926103	49	STATE_ST-HVG-Parse
TPRKB	0.064164	0.0040962677	40	STATE_ST-HVG-Parse
TBL3	0.291649	0.0	75	STATE_ST-HVG-Parse
NFKBIE	0.142794	1e-10	51	STATE_ST-HVG-Parse
MEPCE	-0.03151	0.1589436233	127	STATE_ST-HVG-Parse
CCDC84	0.151307	0.0	79	STATE_ST-HVG-Parse
DOLK	-0.029987	0.1800776124	146	STATE_ST-HVG-Parse
MAU2	0.11276	4.287e-07	66	STATE_ST-HVG-Parse
CWC22	0.184601	0.0	34	STATE_ST-HVG-Parse
URI1	0.140995	2e-10	82	STATE_ST-HVG-Parse
CLCC1	0.059197	0.0080958512	47	STATE_ST-HVG-Parse
CTNNBL1	-0.004021	0.8573804498	69	STATE_ST-HVG-Parse
PPP6C	0.037004	0.0980460793	114	STATE_ST-HVG-Parse
PSMC5	0.028975	0.1952237785	17	STATE_ST-HVG-Parse
METTL23	-0.057898	0.0096026938	114	STATE_ST-HVG-Parse
VPS28	0.163255	0.0	59	STATE_ST-HVG-Parse
HIST1H2AI	-0.019719	0.3780982494	56	STATE_ST-HVG-Parse
PSMA5	0.173414	0.0	25	STATE_ST-HVG-Parse
CCNA2	-0.073023	0.0010830321	24	STATE_ST-HVG-Parse
DDX20	0.053974	0.0157759171	114	STATE_ST-HVG-Parse
SYS1	0.04165	0.0625598654	59	STATE_ST-HVG-Parse
PDAP1	0.108591	1.1291e-06	50	STATE_ST-HVG-Parse
PLK1	0.15064	0.0	60	STATE_ST-HVG-Parse
MRPL15	-0.036315	0.1044654548	46	STATE_ST-HVG-Parse
TPI1	0.11305	4.002e-07	40	STATE_ST-HVG-Parse
PABPC1	0.280961	0.0	19	STATE_ST-HVG-Parse
MSTO1	0.005229	0.8151988387	100	STATE_ST-HVG-Parse
VPS35	0.081846	0.0002481912	43	STATE_ST-HVG-Parse
RCOR1	-0.02861	0.2009145766	35	STATE_ST-HVG-Parse
PWP2	0.252289	0.0	51	STATE_ST-HVG-Parse
RNF4	0.108142	1.2504e-06	32	STATE_ST-HVG-Parse
POP5	0.239908	0.0	56	STATE_ST-HVG-Parse
HNRNPK	0.121666	4.82e-08	25	STATE_ST-HVG-Parse
SF1	0.144904	1e-10	47	STATE_ST-HVG-Parse
CPSF2	0.083568	0.0001829298	20	STATE_ST-HVG-Parse
XRN2	0.127153	1.16e-08	66	STATE_ST-HVG-Parse
CHTF8	0.081579	0.0002600579	45	STATE_ST-HVG-Parse
TOE1	0.043977	0.0492466502	146	STATE_ST-HVG-Parse
ARGFX	0.060601	0.0067087295	84	STATE_ST-HVG-Parse
ZNF720	-0.026853	0.2299969196	73	STATE_ST-HVG-Parse
CDC26	0.147981	0.0	45	STATE_ST-HVG-Parse
UBR5	-0.03829	0.0869118124	46	STATE_ST-HVG-Parse
TUBGCP4	0.206788	0.0	42	STATE_ST-HVG-Parse
TDGF1	0.022908	0.3058446348	106	STATE_ST-HVG-Parse
NPM1	0.028839	0.1973371059	27	STATE_ST-HVG-Parse
EIF1AD	0.07113	0.0014571151	33	STATE_ST-HVG-Parse
AARS	0.122292	4.11e-08	40	STATE_ST-HVG-Parse
XRN1	0.112555	4.5e-07	10	STATE_ST-HVG-Parse
PRPF31	0.185811	0.0	27	STATE_ST-HVG-Parse
NAPG	-0.05683	0.0110223982	62	STATE_ST-HVG-Parse
EIF3G	0.254244	0.0	67	STATE_ST-HVG-Parse
OTOP1	0.010046	0.6534305811	105	STATE_ST-HVG-Parse
PSMC3	0.126946	1.22e-08	41	STATE_ST-HVG-Parse
PGPEP1	0.099757	7.8347e-06	52	STATE_ST-HVG-Parse
IARS	0.115174	2.408e-07	58	STATE_ST-HVG-Parse
LAMTOR3	0.026754	0.2317107618	40	STATE_ST-HVG-Parse
IPO7	0.018269	0.4141837358	75	STATE_ST-HVG-Parse
OPA1	0.058229	0.0091960952	60	STATE_ST-HVG-Parse
COG8	0.077371	0.0005338603	47	STATE_ST-HVG-Parse
HSD17B10	-0.027769	0.2144783139	26	STATE_ST-HVG-Parse
RPL7L1	0.161114	0.0	30	STATE_ST-HVG-Parse
SNIP1	0.114255	3.004e-07	45	STATE_ST-HVG-Parse
MOCS3	-0.038262	0.0871421024	118	STATE_ST-HVG-Parse
SARS	0.163517	0.0	28	STATE_ST-HVG-Parse
EXOC7	0.206018	0.0	32	STATE_ST-HVG-Parse
COX5A	0.117484	1.372e-07	85	STATE_ST-HVG-Parse
HAUS6	0.139181	4e-10	33	STATE_ST-HVG-Parse
CHMP4B	0.045944	0.0399310589	71	STATE_ST-HVG-Parse
FAU	0.264909	0.0	48	STATE_ST-HVG-Parse
PPY	0.096364	1.58231e-05	10	STATE_ST-HVG-Parse
TERF1	-0.067871	0.0023903092	83	STATE_ST-HVG-Parse
PSMD14	0.143184	1e-10	10	STATE_ST-HVG-Parse
PPIL1	-0.014169	0.5265502334	24	STATE_ST-HVG-Parse
CHAF1A	0.033833	0.1303950101	38	STATE_ST-HVG-Parse
SNRPD2	0.245057	0.0	19	STATE_ST-HVG-Parse
GPN2	0.206481	0.0	44	STATE_ST-HVG-Parse
THAP11	0.017924	0.4230467379	63	STATE_ST-HVG-Parse
IPO13	0.054041	0.0156473722	51	STATE_ST-HVG-Parse
AFG3L2	0.043007	0.0544775985	15	STATE_ST-HVG-Parse
PREB	0.048933	0.028648166	40	STATE_ST-HVG-Parse
POT1	0.082852	0.0002078327	5	STATE_ST-HVG-Parse
CACTIN	0.248185	0.0	60	STATE_ST-HVG-Parse
MRPL34	0.030933	0.1667177528	27	STATE_ST-HVG-Parse
TUBG1	-0.051227	0.021963343	13	STATE_ST-HVG-Parse
RFFL	-0.034966	0.1179991886	7	STATE_ST-HVG-Parse
NOL10	0.259756	0.0	25	STATE_ST-HVG-Parse
UQCRC2	0.032246	0.1494286209	68	STATE_ST-HVG-Parse
PSMB2	0.12649	1.38e-08	53	STATE_ST-HVG-Parse
SET	0.075222	0.0007607536	17	STATE_ST-HVG-Parse
OR4K1	0.017655	0.430051893	19	STATE_ST-HVG-Parse
BMS1	0.21047	0.0	28	STATE_ST-HVG-Parse
BUD31	0.037666	0.0921751857	37	STATE_ST-HVG-Parse
RPAP3	0.112481	4.579e-07	18	STATE_ST-HVG-Parse
CDK7	0.148894	0.0	18	STATE_ST-HVG-Parse
TBC1D3	0.041599	0.0628844723	32	STATE_ST-HVG-Parse
SNRPC	0.206215	0.0	34	STATE_ST-HVG-Parse
RPS2	0.248742	0.0	53	STATE_ST-HVG-Parse
NDUFAF7	0.094409	2.34852e-05	18	STATE_ST-HVG-Parse
CDT1	0.160966	0.0	28	STATE_ST-HVG-Parse
FAM133B	0.059423	0.0078563988	25	STATE_ST-HVG-Parse
RPL7A	0.236808	0.0	10	STATE_ST-HVG-Parse
NUP155	0.10112	5.8706e-06	7	STATE_ST-HVG-Parse
FDPS	0.030919	0.1669026166	10	STATE_ST-HVG-Parse
RBM22	0.090024	5.53814e-05	5	STATE_ST-HVG-Parse
POLR3A	0.100326	6.9494e-06	6	STATE_ST-HVG-Parse
